BuyerID,FullName,Address,SSN,PhoneNumber,Email,IncomeBracket,AnnualIncome,NetWorth,TotalDebt,CreditScore,DesiredPriceRange_Min,DesiredPriceRange_Max,PreApprovedAmount
b32039d4-ea84-4e61-bc36-5d0be4802b74,Marissa Paul,"5313 Cheryl Springs, Montgomery, NJ 07944",240-94-5326,001-963-906-2343x428,barbara32@example.net,High,220426,781437,32806,649,680244.0,1263311.0,1489593
338413b5-693f-4646-919e-c679f60bbe78,Pamela Lawson,"00921 Derek Burgs Suite 912, East Brunswick, NJ 08225",747-19-7826,+1-757-538-8823,iorozco@example.org,Low,47145,71153,29657,688,450000.0,450000.0,265425
7bbc0d00-2c64-4470-b4f9-d584dc9ef897,Benjamin Cummings,"8747 Davis Extension, Edison, NJ 08544",025-62-9964,860.762.6353x89340,reevesemily@example.org,Medium,110038,190724,86691,617,450000.0,648508.0,550509
6001c6cc-b5c5-4204-be3e-aee9f19857d3,Shannon Montgomery,"1217 Jackson Rapid Apt. 204, Princeton, NJ 08318",299-52-2850,581-523-5198x81881,edward04@example.com,Low,46745,76810,41215,659,450000.0,450000.0,276122
ba7213e7-0b1e-4e02-8f0e-60ae761b7ab5,Dennis Andrews,"3635 Jennifer Creek Suite 444, Hopewell, NJ 07144",807-09-0294,4748243250,robinsonconnie@example.net,Very High,1209399,9122895,2538100,841,2578296.0,4400000.0,6000000
27cde066-44a6-43a5-91e4-35453ecbb0cf,Matthew Gutierrez,"16802 Small Prairie, South Brunswick, NJ 07422",315-54-3908,309.909.5046,april27@example.net,Medium,116380,266218,60278,600,547435.0,1016666.0,740524
d41b1d37-7bfc-4fe5-be54-367e8f17d8e2,Ryan Allen,"47472 Breanna Point, West Windsor, NJ 08117",466-65-5226,687-554-1727,qsteele@example.org,Medium,117505,140274,84872,650,450000.0,657708.0,1036215
949db1ab-78c8-4263-96f6-b598bacb413f,Gregory Robinson,"520 Patrick Plains Suite 219, South Brunswick, NJ 07498",178-53-7425,371-713-6870,markrussell@example.net,High,198889,1372097,83219,728,748359.0,1389810.0,1499001
41995eef-18b2-47f8-9922-702eb5e69835,Brenda Hunter,"74334 Murphy Inlet Suite 327, East Brunswick, NJ 08904",101-68-2724,687-807-5687x58588,grice@example.net,High,222062,602476,135991,655,862907.0,1602542.0,1315434
1e2bc896-6324-4880-99da-9c49e73a9d40,Julie Dunn,"261 Green Ramp Apt. 708, Edison, NJ 08249",063-23-5569,6838516695,scaldwell@example.com,Medium,145421,308287,90159,788,473537.0,879427.0,1241621
cd73d8dc-0565-41f8-b5df-916ab7d40425,Tracy Lang,"437 Scott Course Suite 952, South Brunswick, NJ 07567",858-93-2706,+1-439-303-4599,heather45@example.com,Medium,140536,158573,115665,682,450000.0,753546.0,866634
d2b8ee70-2969-49ec-8d01-d3671ffd5665,James Hill,"109 Benton Throughway Suite 725, Edison, NJ 07062",079-40-0076,(239)927-5721x891,halejesse@example.net,High,170632,685328,85394,757,450000.0,740194.0,1229266
057ce5f6-b15e-4443-bb80-ba53ee1f37b2,Stacey Jones,"8061 Rose Way Suite 839, Bridgewater, NJ 08108",276-42-8655,510.845.0486,crystal41@example.net,Low,58403,4034,38848,619,450000.0,450000.0,422361
a57b3dac-9dbc-4e16-8037-3f495229966a,Sheri James,"9937 Anthony Mission Suite 540, Edison, NJ 07342",318-99-6962,926.629.7036,barbara72@example.net,Medium,134141,448669,39656,697,450000.0,590826.0,789539
32462049-f47b-4575-b09f-edc5d2fcfa60,Christy Brown,"6139 Hall Spring, Princeton, NJ 07305",415-03-0759,2272336142,larrylindsey@example.net,Medium,100708,375077,28175,832,450000.0,751768.0,487224
d985d53a-8185-48d5-8196-23fee9fd62c8,Mia Owen,"85368 Delgado Mission Apt. 213, Princeton, NJ 08780",009-56-7848,554.597.8954,teresa93@example.org,Low,58165,0,33501,653,450000.0,501570.0,372989
62a95751-4aba-417f-89f1-2b54a7894b7a,John Roberson,"20310 Jack Greens, Piscataway, NJ 07887",521-44-2277,+1-282-261-4388,deborah03@example.net,Low,46495,22054,35387,452,450000.0,450000.0,190955
c46ee674-400e-460a-bc0b-8ca666421f38,Madison King,"901 Martin Place Suite 076, Princeton, NJ 08781",172-71-7017,968.979.9986x2909,vrodriguez@example.net,Medium,106746,302120,58708,690,455996.0,846850.0,715247
23ee299a-10fb-4c0e-bee4-4726c5ba9d75,Debra Johns,"8706 Moon Highway Suite 185, Hopewell, NJ 07810",007-87-4555,5282838121,vsmith@example.org,Medium,130178,212762,75539,724,450000.0,638217.0,984884
76847f0f-4fae-4b15-a692-b493a8337569,Timothy Horton,"4621 William Curve Suite 032, New Brunswick, NJ 07268",560-67-6366,(343)530-9791x6577,cmartin@example.org,High,236550,564585,99699,812,782721.0,1453624.0,1567564
3e76398a-721f-42a2-8d39-921f4ce80cdb,Stephen Hurst,"660 James Tunnel Apt. 709, West Windsor, NJ 07061",892-45-9058,001-453-891-7946,jeremymiller@example.com,High,156803,336871,113831,735,450000.0,725087.0,896402
b7a4c6be-d1d1-4ea0-99de-d1a853824451,Shane Butler PhD,"3703 Linda Mall Apt. 818, Montgomery, NJ 08775",325-02-5655,001-541-323-9656x385,matthewmcmillan@example.com,High,174729,406845,68481,665,688264.0,1278205.0,977991
0e951885-edbe-49de-b93d-eda96a7a1e7b,Jennifer Cowan DVM,"33426 Dominguez Ford Suite 221, Piscataway, NJ 07970",688-40-7987,208.206.8270,danielhoffman@example.net,Medium,141585,511419,85993,745,580809.0,1078645.0,1020076
f89e2d34-1312-4b84-b75e-bd6f4e974754,Nicholas Young,"866 Morgan Drives, South Brunswick, NJ 08928",114-18-6650,001-333-759-4542,freemansarah@example.net,Medium,92667,143980,49478,637,450000.0,756395.0,563449
d81e7b0e-5cba-4b22-bd32-cd0fb43b7576,Thomas Carlson,"8793 Donna Point, Bridgewater, NJ 07354",108-78-3928,+1-799-637-8431x468,wwright@example.org,Medium,110127,157046,72912,686,450000.0,824665.0,728492
2b3d877c-e281-4f56-a93b-b634cc79f61f,Janice Davis,"041 Hopkins Mountain, Montgomery, NJ 07839",752-02-0765,001-468-243-4793x287,levi99@example.net,High,150031,389103,61924,717,450000.0,829431.0,940292
30aa5d38-174a-4739-a085-1961a0195280,Patrick Montoya,"57441 Odonnell Extension Suite 086, Woodbridge, NJ 08121",577-91-9355,744.703.7400,thompsonalexis@example.org,Medium,119105,212842,79660,701,450000.0,638498.0,656909
e4632153-0fae-4713-a706-521a8816b0ee,Rebecca Conley,"997 Austin Fords Apt. 035, New Brunswick, NJ 07032",357-74-4027,864.346.2083,janicelivingston@example.net,Medium,128725,168476,15780,747,567181.0,1053336.0,1076891
ab84127c-ad6c-42bc-938b-0878a77dd938,Ashley Monroe,"158 Wright Curve, Hopewell, NJ 08183",006-04-8648,001-265-343-9642x51236,christine60@example.org,Medium,86383,253348,27211,542,450000.0,572622.0,509557
d9271ee7-ff47-4043-85ae-bfc011faed93,Jeremy Kemp,"92852 Gray Freeway Apt. 921, New Brunswick, NJ 07699",389-06-9791,740.785.6591x64069,jacobbell@example.org,Medium,108965,70317,68120,660,490354.0,910658.0,746379
f00398bb-0c1c-4188-9fac-4908dfcf80dd,Michael Hoffman,"7528 Jason Green Apt. 407, Lawrenceville, NJ 07646",236-74-6182,(213)937-4861x3694,steven73@example.net,High,212933,918333,51453,780,971128.0,1803524.0,1428275
7bf2ce2f-ceec-4f4a-b9f6-c29b78f314ab,Rachel Smith,"285 Atkinson Valley, Woodbridge, NJ 08288",058-86-0717,(784)792-0183,joshuamoran@example.com,Medium,135538,73997,74976,683,580159.0,1077439.0,1040446
a70db180-578f-4484-86be-5ecfd66591cd,Kevin Lamb,"12847 Debbie Lock, Woodbridge, NJ 07833",656-25-4232,+1-646-290-0420,dlee@example.com,Medium,131393,298403,34760,632,450000.0,820616.0,823084
b4e0210e-84b7-442b-96ba-6abc6aeacbe3,Benjamin Dalton,"61992 Angela Wall, Montgomery, NJ 08244",740-50-4022,(969)388-1551x0604,cchavez@example.com,Low,72977,26906,37406,552,450000.0,553577.0,451412
079053dd-498e-433c-bdef-2caf8d170971,Mark Jones,"367 Brady Greens, Hopewell, NJ 07406",453-86-3843,378-822-4051x43930,davidlang@example.com,Medium,82623,234777,71576,700,450000.0,469462.0,491615
70f2488e-342a-4469-9abc-12217e2588fc,Patrick Russell,"975 Harris Circle, Hillsborough, NJ 07146",626-35-0287,440.799.9231x881,ajohnson@example.net,Low,41827,39674,39747,566,450000.0,450000.0,200181
05309b60-574a-4d93-9c4e-7b0c25a7b373,William Evans,"26693 Hodge Village Apt. 771, Woodbridge, NJ 08087",641-61-5527,(967)962-1256x347,cynthiajensen@example.org,High,286373,1201379,72248,369,1233131.0,2290100.0,1121550
15ff0a10-6888-40d8-a45f-b76f6cae0b90,Kevin Wilson,"0779 Atkins Tunnel, Hopewell, NJ 08796",514-59-7179,+1-454-432-0502x8820,montgomerycarla@example.org,Low,45815,84696,41483,529,450000.0,450000.0,212609
bd69a955-2e7e-4a47-a206-1aa692c40b71,Curtis James,"977 Patel Knoll Apt. 322, Woodbridge, NJ 07953",366-92-4883,001-617-578-6114,millersherri@example.com,Medium,96487,182097,27953,496,450000.0,584669.0,610053
09646a7a-ca5d-4f59-9575-b2b1c76eaa08,Christian Norris,"48578 Grimes Springs Suite 594, Franklin Township, NJ 07257",261-28-4016,661-879-8610x0169,lwalker@example.net,Medium,121609,163061,61298,805,450000.0,790821.0,981338
c0173d61-6f61-4677-ad6e-92b2d3989385,Madison Wagner,"3038 Adrienne Squares Suite 583, Edison, NJ 08846",694-44-4936,221.533.4324x719,abaker@example.net,Medium,146332,500532,90810,724,531223.0,986558.0,997977
ced7dd33-e0bf-40b4-adcf-cc09cfa10817,Anna Miller,"3937 Matthew Manor Apt. 503, Hillsborough, NJ 08903",661-91-0370,(731)660-5634,barnetteric@example.org,High,192621,577944,46148,652,478530.0,888699.0,1286069
9916bcd4-8648-4d8a-95f7-9952eccb392f,Adam Garza,"358 Nathan Isle Apt. 446, Woodbridge, NJ 07902",167-37-7245,(379)715-7207x129,lori19@example.com,Medium,113468,357855,74150,788,523043.0,971365.0,862438
78879f6f-494a-4d37-a26b-8273c914641a,David Zamora,"6233 Ramirez Glens Suite 113, Princeton, NJ 07902",850-08-8831,+1-838-735-0838x34541,wilsonchristina@example.org,Medium,102678,107080,79034,740,461635.0,857323.0,803411
c17d2116-c124-4caf-b599-2c2731276cd4,Alan Miller,"21146 Catherine Junction Suite 054, East Brunswick, NJ 08059",813-39-0908,596.951.4303,hnicholson@example.org,Low,65364,0,53066,611,450000.0,450000.0,433051
8877a1d2-b8ac-4121-8f0d-8e428c6fec42,Caleb Newton,"12906 Charles Field, New Brunswick, NJ 07693",174-20-3236,705.406.4011x915,garciachristine@example.com,Low,40508,4482,23110,575,450000.0,450000.0,252693
97cc80eb-fc63-461b-afe0-ba889a6bf0d2,Allen Thompson,"6205 Richmond Avenue, Franklin Township, NJ 08049",417-14-5517,(351)704-9972,volsen@example.com,Medium,140060,274264,59138,656,566238.0,1051585.0,1073742
4a0b59c7-5063-45e7-9f8e-346476a30ec0,Adam Adams MD,"4752 Travis Drives Apt. 924, Hopewell, NJ 08244",697-92-0711,742.358.6019x60688,sfrazier@example.org,Low,63060,79219,59505,826,450000.0,541480.0,491241
7a0e7451-8e7a-4196-b0e4-14ee3a06722c,Joseph Chang,"926 Adams Mall Apt. 445, Hopewell, NJ 08593",626-18-0736,001-324-767-7322,smithnancy@example.org,Medium,99315,217812,68972,718,450626.0,836877.0,593179
d25fac3e-3c45-493e-a08c-ca757ae6577e,Dalton Sheppard,"3021 Brian Isle Suite 800, Franklin Township, NJ 08114",213-27-1602,953.223.5693x5028,taraflowers@example.com,High,276935,58651,148430,754,824871.0,1531903.0,1713048
cdac2740-c9d4-45a1-bff8-5380e9645ebf,Jonathan Rocha,"44436 Jeremy Fields Apt. 881, Bridgewater, NJ 08702",286-67-7191,+1-596-496-0988x337,bakerrobert@example.net,High,178466,49565,39474,763,450000.0,711813.0,1527555
aa3b3ec2-fbde-4bee-897e-2c4b202ed61e,Jaime Patterson,"98285 Hammond Lake Apt. 279, New Brunswick, NJ 07373",141-70-4254,3565805374,lauraanderson@example.org,Low,72212,134231,67154,376,450000.0,450000.0,297774
b81693a2-ae2a-470e-a8fb-a3caea984525,Jessica Johnson,"91455 Danielle Throughway Suite 701, New Brunswick, NJ 07156",677-93-2466,(295)764-5915x0871,emily98@example.net,Medium,101147,390074,57593,382,450000.0,613359.0,486807
417a2151-15dc-453a-ac4a-ec60685b8acf,Philip Reyes,"5064 Thompson Oval, Hillsborough, NJ 08415",428-94-1206,001-872-900-1459x6555,dwaters@example.net,Medium,102856,380075,50146,797,450000.0,572260.0,712695
56d1f1b5-43ca-4339-bccc-bfc9f56d4bca,Melanie Dominguez,"46315 Angelica Mission, New Brunswick, NJ 07079",855-17-7665,001-301-387-6605x950,daniel28@example.org,Medium,96266,180188,44781,714,450000.0,653787.0,656808
01748c8c-3263-4502-a137-bfc32100efe1,Tina Cox,"07722 Mckenzie Vista Suite 185, Montgomery, NJ 07418",529-32-5424,+1-356-581-0034x1836,wcollins@example.com,Medium,129562,345121,60020,620,582058.0,1080965.0,786095
58228f1d-61a1-4d6a-965d-b138dc7fc478,Eileen Doyle,"6812 Murphy Ford, Montgomery, NJ 08753",034-32-4585,797-248-6072,bmorris@example.org,Medium,96631,355748,53687,579,450000.0,794600.0,573442
f71376f7-11e8-4d99-bae2-5c82f7054519,Jill Lowe,"317 Michael Hollow, Lawrenceville, NJ 07778",343-42-3496,594-940-0550x9522,william03@example.com,High,264477,1417384,90452,848,1116075.0,2072711.0,2030487
916e496d-5b1e-48ca-b010-636793238c28,Peter Underwood,"36143 Marie Pike Suite 588, Montgomery, NJ 07539",533-08-9528,+1-960-471-7753x08860,grace52@example.org,Very High,323246,2750282,187599,695,1313414.0,2439198.0,1914829
e3327b60-e014-44d4-a1c6-508c2412ac02,Gerald Pierce,"2722 Michelle Estate, Hillsborough, NJ 07302",338-07-3350,652-605-2560,jason73@example.net,Medium,142000,210989,111762,756,592370.0,1100117.0,988614
07e4526a-9e24-4c13-a601-8e34518699e7,Raven Weber,"898 Brown Stravenue Apt. 098, West Windsor, NJ 08493",414-15-9727,556.429.4170x6580,brittany70@example.net,High,172388,1091313,99294,735,793738.0,1474085.0,1265132
7c31cfc3-e35f-4706-96a3-b5476de4142a,Jessica Giles,"896 Molly Flat Suite 877, Woodbridge, NJ 07364",588-75-7142,+1-909-808-0352,bryanjohnson@example.com,Very High,676101,2342859,239102,762,2542984.0,4400000.0,5649915
bb09941b-cdfa-4cd1-b4e0-79a221695166,Sonya Contreras,"6427 Cody Crossing, Hopewell, NJ 08840",197-12-1412,001-521-933-1692x14440,thompsonbrian@example.org,Medium,117380,424657,70418,611,498688.0,926135.0,785272
e40ef536-9cc2-49b5-97ef-b151661a9773,Lori Phillips,"468 Berger Shore Apt. 195, Edison, NJ 08157",237-63-1813,001-285-655-1315x29610,joyce59@example.com,High,162391,335139,58771,725,734423.0,1363929.0,949189
15c1323f-285c-44d5-957f-c312cfa0ff08,Joseph Galvan,"62705 Brown Mills, Woodbridge, NJ 07967",626-99-4288,001-866-315-7567x268,ylawson@example.org,Medium,146432,408206,112654,652,575088.0,1068021.0,847582
d597dcbe-824c-43b2-8133-aea3a3615978,Theresa Figueroa,"27410 Fleming Bypass Suite 060, Hillsborough, NJ 07918",485-30-3767,6455913332,christinahuynh@example.org,Low,53932,7847,45743,456,450000.0,450000.0,240731
1c739f45-f031-465f-8441-5d99ef302883,Michael Gilmore,"861 Stone Avenue, Lawrenceville, NJ 08822",097-65-3705,5105711705,andrewsemily@example.org,Low,64109,85604,50312,436,450000.0,450000.0,332674
d6c1ffc8-5d65-4427-8828-499364ea2c1f,Jeremy Cole,"9606 Giles Road, Lawrenceville, NJ 08718",186-27-7171,+1-509-713-5573x3905,foxrebecca@example.org,High,262968,1707526,120334,696,1214518.0,2255535.0,2077923
c8623485-6f62-417a-803f-8a8ea5b167d2,Alex Merritt,"631 Angela Street Suite 253, Edison, NJ 08191",868-55-0012,+1-614-820-0498x887,brennanashley@example.com,High,282258,1058192,197960,664,1047557.0,1945464.0,1500320
61497cb5-984f-452a-a41c-fde08839b385,Walter Snyder,"55778 John Vista Suite 410, Hopewell, NJ 08570",158-25-8019,(447)566-0133x0819,xsanchez@example.com,High,269627,663240,152209,748,566465.0,1052007.0,2169166
fce4da4b-8597-4fcd-8aff-4ecbddfd7e06,Kimberly Coleman,"64472 Williams Terrace Apt. 527, Franklin Township, NJ 07688",695-55-1599,001-636-478-9095x527,xleonard@example.net,Medium,147222,576876,91220,540,450000.0,599218.0,863826
239486bb-9fd0-4345-a16e-bf91503321e1,Nathan Hernandez,"640 Jennings Walk Suite 279, Lawrenceville, NJ 08828",584-83-4781,364.512.7968,grose@example.net,High,196587,1078293,99746,777,682311.0,1267150.0,1227758
459b38d9-de1a-4781-aec3-fb4e9f8638be,Tammy Pugh,"034 Jeremiah Drive, Lawrenceville, NJ 08103",713-85-3899,930-288-1141,davidwilliams@example.com,Very High,822561,2112325,127366,744,3103916.0,4400000.0,5405206
1767c029-c3f8-4acb-94c4-613ac0fabcfc,Natasha Smith,"78054 Smith Groves Suite 134, Franklin Township, NJ 08952",824-91-9970,4145225661,hudsoncasey@example.org,Medium,102813,256548,141870,519,498150.0,925136.0,431572
c2d0836a-6f94-4ab0-afb7-b0b790f40bb9,Kayla Alexander,"4526 Harmon Trace Apt. 656, Hopewell, NJ 07913",562-21-7991,497-941-2092,rramirez@example.com,High,262653,978587,152661,787,585914.0,1088126.0,2266081
2882452e-01be-495d-b3d0-0b0ae389e672,Mr. Christopher Ward,"97904 Murphy Track, Hillsborough, NJ 08671",499-74-7053,921-899-5647x044,juliescott@example.org,High,245904,1307980,85602,730,840578.0,1561074.0,1609667
914697ea-32c8-4753-9076-07fd7b536cc1,Evelyn Zamora,"746 Ross Neck, Lawrenceville, NJ 07217",735-18-0454,949.325.8350,schwartzrobert@example.net,Very High,358347,698791,129388,836,1562272.0,2901362.0,3140133
c8ffcd1c-f8e6-43cc-8d26-cf42da58fb0d,Joseph Payne,"68318 Sheppard Cove, East Brunswick, NJ 07784",299-07-1662,267.908.3032,amartin@example.com,High,251277,504393,135954,758,1191522.0,2212827.0,1925296
d5b72a57-1e75-4a41-a8fd-719a94a4e727,Derek Knox,"60486 Wright Skyway, Edison, NJ 08325",633-31-9332,+1-463-920-1891x987,hamiltonjade@example.net,Medium,149803,203253,45781,722,728219.0,1352408.0,934415
c0889bb4-60ba-4a75-9a2b-7811848b476c,Jordan Tucker,"522 Jonathan Islands, South Brunswick, NJ 08412",671-63-1526,233-464-2590,bobby02@example.com,Medium,94324,154233,65089,619,450000.0,558842.0,631966
2df3c0d2-c22a-492f-aa22-047a8b8eb6c0,Jay Johnson,"73015 Calvin Hollow Suite 673, Princeton, NJ 08528",798-78-5341,(249)523-0795x3348,elijahdominguez@example.com,Low,71128,12403,73824,623,450000.0,450000.0,427878
7b00486e-a14c-4034-8036-eb624d70c821,Julie Patterson,"721 Fernandez Way Apt. 361, Edison, NJ 07966",022-67-5643,442.634.5079,shannonbrooks@example.com,Very High,1210238,2456544,387610,758,2759075.0,4400000.0,6000000
563dec6b-4bae-439f-b0d6-48859d4866bb,Ashley Page,"835 Brenda Key, Piscataway, NJ 08401",639-57-3795,001-253-963-4622x41795,lesteralexander@example.org,Medium,131118,93679,64031,768,526428.0,977652.0,867707
3f7d1cdd-9f69-4dae-b322-5ef436491532,Thomas Kim,"27732 Julia Motorway, Lawrenceville, NJ 08393",772-05-6133,342-452-8516,ryan07@example.com,Medium,114316,190863,39545,747,488668.0,907527.0,860445
042a3cb0-46b7-427d-bb60-b1c57b342b2e,Mitchell Harrington,"92470 Mccoy Locks, Plainsboro, NJ 07326",796-77-9786,231.490.5361x95895,kelly25@example.org,High,224326,920668,70475,741,905847.0,1682288.0,1829313
9febbc1a-742f-4a18-9e29-8e6411e897a2,Albert Brown,"2301 Wilson Trafficway, Woodbridge, NJ 08953",176-58-8865,2525500910,jamesblankenship@example.org,Medium,134161,202382,88566,672,452413.0,840197.0,994716
247d9770-bdb1-42a4-a6fd-4d56ebfbdc34,Jeremy Brown,"24902 Elizabeth Causeway, Hillsborough, NJ 07833",613-52-1932,7109142859,haleydelgado@example.com,Medium,140355,478645,63184,545,450000.0,649125.0,770278
9492c147-a2de-45c4-a5fb-7616425048e1,Selena Klein,"325 Camacho Knolls, New Brunswick, NJ 08113",291-84-2253,001-988-288-4662x503,justin56@example.net,Low,40838,19967,29551,544,450000.0,450000.0,253391
d26821d6-d607-4114-80a7-a8748c889ba2,Lisa Jackson,"95067 Young Tunnel Suite 578, Lawrenceville, NJ 07209",308-18-6757,6738794938,ericbrooks@example.com,Very High,1429550,5504678,270913,718,4000000.0,4400000.0,11685804
5143cd6c-343b-4ce2-8d3f-1adc51f91482,Melissa Jenkins,"174 Huynh Forest Apt. 812, Hopewell, NJ 07286",346-73-6454,001-452-986-6371x65151,timothywilliams@example.org,High,201060,854228,62765,776,615847.0,1143717.0,1707323
b54f3bef-39cd-4da8-9093-0a9d07c4d855,Lisa Thomas,"471 Davis Freeway Suite 176, Hopewell, NJ 08515",721-22-0041,990.790.2528x733,ashley15@example.com,High,215291,1083444,50020,679,472118.0,876791.0,1541900
98f3e9d7-7320-4feb-89a4-f90c42a0cfb0,Jesse Jones,"13943 Fowler Loop, Edison, NJ 07781",466-82-1899,734-583-7528x936,michaelwood@example.org,Medium,145046,124033,76896,657,611891.0,1136370.0,921486
61308ca8-9dfe-4925-94f0-5635a86d86f4,Morgan Novak,"9710 Steven Curve, Lawrenceville, NJ 07179",021-96-7358,662.272.2844x612,gregorylawson@example.net,Low,72657,22201,62152,658,450000.0,450000.0,436762
0cbbd825-08c6-4003-8570-8ac5d4e0eef7,Anthony Irwin,"5168 Alyssa Plains Apt. 756, Princeton, NJ 07037",720-27-3225,+1-337-830-3959x08463,brandon73@example.org,High,248818,859037,73871,713,932722.0,1732199.0,1593405
85740572-6773-43ec-b075-5b7f419664f1,Jessica Hansen MD,"18622 April Stravenue Suite 018, West Windsor, NJ 08732",702-72-5693,(575)263-7469x198,xlowe@example.net,High,213589,1279525,35127,758,622072.0,1155277.0,1508905
d3a0ae98-e5f0-4321-93f6-910833325f48,Tamara Brown,"269 Thomas Meadow Apt. 106, Hillsborough, NJ 07205",334-50-0194,736-849-2867x774,nicole14@example.net,Very High,410911,3810441,73429,777,1706848.0,3169861.0,3025732
e1c55bd2-4d3b-494c-97cf-9fb78708cf7b,Derrick May,"1066 Tanner Shore, Franklin Township, NJ 07374",214-50-1910,799-223-5154x95585,codymartinez@example.net,High,289898,1291296,146323,793,1059313.0,1967295.0,2414896
18369008-7bdc-4b9b-807e-5b691ff79428,Kevin Benjamin,"878 Rita Ranch Apt. 259, Plainsboro, NJ 07912",271-25-4820,747.565.8838,penaamber@example.net,Medium,122533,364976,51981,657,583963.0,1084502.0,665668
8f5d0be0-8bc6-4bff-b82a-4449f8dca07f,Ronald Brennan,"32968 Clark Spurs, Franklin Township, NJ 08114",019-90-5009,745-440-7708,malonejon@example.net,Medium,147396,217946,58143,599,680279.0,1263376.0,1069605
5d443340-3740-44bd-9189-cb11a3fcd8bc,Robert Moore,"1086 Timothy Mountain, West Windsor, NJ 07220",627-47-4396,992.526.4811x875,thomaskeith@example.net,Medium,112796,108992,45036,652,450000.0,752180.0,831921
bbb330de-2d92-4511-9670-7cef98ce97c3,Joseph Nelson,"7441 George Centers, Piscataway, NJ 08226",164-80-0768,567.254.8287,pross@example.org,Very High,410608,4111040,166848,630,1926197.0,3577223.0,2613582
d820b016-63df-4eaa-9b4e-175a97de448f,Jason Johnson,"139 Ramirez Plains, Edison, NJ 08848",583-86-9089,735.216.0860x9344,qdelgado@example.org,High,248645,570500,109662,735,810950.0,1506051.0,1553495
b355a7e6-1e73-40aa-9726-5355cfd89e6d,Eric Kramer,"94386 Nelson Vista, Hillsborough, NJ 07643",324-31-7454,001-990-407-1644x195,linda39@example.com,Low,58818,58005,32240,681,450000.0,450000.0,334802
01a40a5d-a198-415c-ac30-f2f9ff651f02,Matthew Nguyen,"7723 Allen Ports Suite 630, Lawrenceville, NJ 07491",867-89-1197,+1-338-239-0182x0944,lutzamber@example.org,Medium,113299,236417,83464,719,450000.0,699436.0,673090
3ac2ac41-e96a-40e0-896b-5648210bc701,Michael Rodriguez,"9630 Arroyo Lights Suite 186, Franklin Township, NJ 07495",281-74-8008,001-668-354-5131,arielsmith@example.com,High,169481,633032,34779,695,727076.0,1350285.0,1305669
67670c28-a837-4e7f-bcf1-f16e0cd589bb,Melissa Henderson,"77491 Jenkins Locks, Franklin Township, NJ 08033",380-08-5154,001-979-941-2880,michelle01@example.com,Medium,138598,139082,72580,574,450000.0,615677.0,796477
6104b057-945f-43cf-b107-186d2a015203,Tammy Neal,"456 Oliver Track, Lawrenceville, NJ 08701",779-04-2094,399.764.0991x29902,rmerritt@example.com,Low,47572,67992,27014,618,450000.0,450000.0,245157
b48668b4-8232-4ee4-b9dd-7a0904423d89,Jacob Davis,"52348 Nelson Place, Bridgewater, NJ 07432",352-66-1662,2338860992,mercadocharles@example.com,Very High,777411,6665160,228230,810,3778865.0,4400000.0,5584282
d990ca9e-82dd-41e8-9602-6cc987a79e5d,Gregory Newton,"0832 Michael Turnpike, Bridgewater, NJ 07742",608-01-6579,(430)341-0366x0493,tinaalexander@example.com,High,254448,821438,157415,769,822768.0,1527997.0,2286366
717fd199-1ef8-4ead-9055-df0a0aa9b497,Jonathan Herring,"88071 Oliver Street Suite 932, Montgomery, NJ 07248",180-03-0824,997-971-2919x11398,qrivas@example.com,Very High,1494882,15144163,415906,761,4000000.0,4400000.0,6000000
3531d288-ecd9-4708-a457-bc9e427d561a,Megan Reed,"401 Jacob Glens, Bridgewater, NJ 08919",400-41-4835,562-833-1944x32002,nicholasmurphy@example.org,Medium,107011,148787,58866,625,450000.0,464435.0,589811
e2069ad5-1e89-4f83-8c30-797de6f9153b,Mark Smith,"052 Alexandria Prairie Suite 715, Edison, NJ 07592",756-52-1231,001-900-534-7317x90259,abigaillewis@example.net,Medium,116670,290084,56030,652,510053.0,947242.0,708525
cccb7040-e7e8-4d27-9c91-860e65898fa9,David Miller,"05551 Patricia Pass Suite 357, South Brunswick, NJ 07043",104-31-3140,+1-501-856-4269x4150,benjamin11@example.net,Medium,123149,462203,32262,695,450000.0,661552.0,863951
9d6531e1-43c1-42d8-874b-200900310740,Melissa Dominguez,"1414 Barnett Forest Apt. 625, Lawrenceville, NJ 08870",880-07-5495,673-943-5990x08756,wallacechloe@example.net,High,246498,636626,90881,770,801345.0,1488213.0,1888220
9d57e32e-46d9-4fee-9175-074e2e7524f4,Alan Mckinney,"553 Smith Viaduct Suite 869, South Brunswick, NJ 07990",654-51-0231,6698078002,sarahgraves@example.net,Very High,582123,5451728,231681,813,1431664.0,2658805.0,3795612
f0189714-c2f4-4b50-9f3d-1f3d0f7290c7,Susan Watson,"782 Horn Common Suite 335, Edison, NJ 07810",580-85-4810,+1-496-924-4606x5411,brentmalone@example.net,Medium,128174,358893,64486,724,450000.0,755695.0,984825
aab981b7-1a13-466f-b561-e01721b79ff3,Kelly Moore,"0447 John Fall, Hillsborough, NJ 07958",420-71-1797,+1-944-541-8574x69814,samanthaflores@example.com,Low,47535,68389,29525,593,450000.0,450000.0,251198
0df8d5c8-cf7c-420c-ae8a-a22856ebad3a,Kim Ortega,"55252 Bennett Squares Apt. 548, Plainsboro, NJ 07133",399-75-2418,3504677850,christina47@example.org,High,174260,1142814,47055,758,586611.0,1089422.0,1267367
